open-tessera,pente-threat-4,pente-threat-31,pente-threat-22,open-tria,stretch-tria,open-pair,capture-threat,stretch-two,three-gap,pente-potential-1,pente-potential-2,captures,4-captures,can-block-trias,non-quiet-moves,move-index,not-in-shape,won
0,0,0,0,-1,0,0,0,-1,1,0,0,0,0,0,3,25,0,1
0,0,0,0,0,0,2,1,0,-1,0,-1,0,0,0,1,20,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
0,0,0,0,0,0,-2,0,-2,0,0,0,-1,0,1,2,17,0,1
0,0,0,0,0,0,-3,-1,-1,1,0,0,0,0,1,0,23,0,1
0,0,0,0,0,0,1,1,-2,-1,0,-1,-1,0,0,3,28,4,0
-1,-2,0,0,-1,0,3,1,0,-1,0,0,-1,0,0,3,38,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,-3,1
0,0,0,0,0,0,-2,-1,0,1,0,0,1,0,0,2,35,1,1
0,0,0,0,0,0,-3,-1,-1,1,0,0,0,0,1,2,21,-2,1
0,0,0,0,0,0,0,-1,2,0,0,0,1,0,0,0,18,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,-3,1
0,0,0,0,-1,0,0,-1,2,1,0,0,1,0,0,2,29,-2,1
0,-1,0,0,1,0,-1,-1,1,1,0,0,1,0,0,1,33,-1,1
0,-1,0,0,0,-1,2,1,0,-1,0,0,-1,0,0,1,36,-1,0
0,0,0,0,0,0,0,0,-1,0,0,1,0,0,1,3,13,-1,1
0,0,0,0,0,0,-2,0,-2,0,0,0,-1,0,1,3,19,-1,1
0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,10,3,0
0,0,0,0,-1,0,-1,1,-1,-1,0,0,-1,0,0,5,32,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2,0
0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,2,31,1,1
0,0,0,0,0,-1,-1,0,1,-1,0,1,0,0,0,8,22,0,0
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,3,1,1
0,0,0,0,-2,0,-1,1,1,0,0,0,-1,0,0,5,44,4,0
0,0,0,0,-1,0,0,0,-1,1,0,-1,0,0,0,5,27,1,1
0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,5,2,1
0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,13,-4,1
0,0,0,0,0,0,-1,-1,-2,1,0,-1,0,0,0,3,23,0,1
0,-1,0,0,0,0,0,-1,2,1,1,0,1,0,0,1,33,-1,1
0,0,0,0,0,0,0,0,-3,-1,-1,0,-1,0,1,5,32,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1
0,0,0,0,1,0,1,-1,0,0,0,0,1,0,1,4,43,-4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,-3,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,-2,0
0,0,0,0,0,0,0,0,-3,0,-1,0,-1,0,1,0,40,3,0
0,0,0,0,0,0,0,1,-1,0,0,0,0,0,1,1,12,5,0
0,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,4,28,-2,0
0,0,0,0,-1,0,0,0,-2,1,0,0,0,0,0,5,19,0,1
0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,41,-2,1
0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,11,-4,1
0,0,0,0,0,0,0,1,-3,-1,-1,0,-1,0,1,3,34,3,0
0,0,0,0,0,0,0,1,-1,0,0,0,0,0,1,1,14,5,0
0,0,0,0,0,0,0,1,-2,1,0,0,0,0,0,4,29,1,1
0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,1,1,17,-2,1
0,-1,0,0,0,0,-1,0,-1,1,0,-1,0,0,0,2,25,0,1
0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,1,18,2,0
0,0,0,0,-1,0,0,0,-1,1,0,-1,0,0,0,5,21,0,1
-1,-2,0,0,0,1,3,0,2,0,1,0,0,0,0,3,50,-3,0
0,-1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,1,30,1,0
0,0,0,0,1,0,-1,-1,-1,0,0,0,1,0,1,6,45,-3,1
0,0,0,0,0,0,-1,0,2,-1,0,0,0,0,0,3,20,0,0
0,0,0,0,1,-1,-5,2,-3,0,-1,0,-1,-1,1,11,51,4,1
0,0,0,0,0,0,-3,0,-2,0,-1,0,0,0,1,9,49,3,1
0,0,0,0,0,0,0,1,-3,-1,-1,0,-1,0,1,1,36,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
0,-1,0,0,0,0,0,0,2,0,1,0,1,0,0,1,39,-2,1
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,9,-1,1
-1,-2,0,0,0,0,2,1,2,0,0,0,-1,0,0,3,48,-2,0
0,0,0,0,0,0,1,0,1,-1,0,1,0,0,0,6,24,0,0
0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,1,0,15,-2,1
0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,1,1,16,3,0
0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,10,4,0
0,0,0,0,-1,0,-2,0,0,0,0,0,-1,0,0,2,42,4,0
0,0,0,0,-2,0,1,1,2,0,0,0,-1,0,0,5,46,3,0
0,0,0,0,1,0,-2,-1,-2,0,0,0,1,0,1,6,47,2,1
0,0,0,0,0,0,1,0,1,-1,0,1,0,0,0,4,26,1,0
0,-1,0,0,0,0,0,2,1,0,1,0,0,0,1,2,37,-2,1
0,0,0,0,0,0,0,0,-3,0,-1,0,-1,0,1,2,38,4,0
0,0,-1,0,0,0,0,-1,3,1,1,0,1,0,0,1,35,-3,1
0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,1
0,0,0,0,0,-1,-4,0,-1,0,0,0,-2,-1,0,4,32,2,0
0,0,0,0,0,0,-3,0,0,0,0,0,0,0,1,2,8,0,0
0,-1,0,0,0,-1,-5,0,0,0,0,0,-2,-1,0,1,34,4,0
0,0,0,0,-1,-1,0,0,-2,0,0,0,-1,0,0,5,19,-1,1
0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,2,30,1,0
0,0,-1,0,0,0,1,1,0,0,0,0,0,0,0,2,24,2,0
0,0,0,0,0,0,-3,-1,0,0,0,0,0,0,1,4,23,-2,1
0,0,0,0,-1,0,1,-1,0,0,0,0,0,0,0,2,13,-1,1
0,0,0,0,0,0,2,-1,-1,0,0,0,0,0,0,0,9,1,1
0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,3,22,4,0
0,0,-1,0,0,0,1,-1,1,0,0,0,0,0,0,1,28,3,0
0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,1,5,14,1,0
0,0,0,0,-1,0,1,1,-2,0,0,0,-1,0,0,4,21,-1,1
0,0,0,0,0,0,-3,0,1,0,0,0,0,0,0,2,10,0,0
0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,4,11,0,1
0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,2,7,0,1
0,-1,0,0,1,0,-1,1,0,0,0,0,0,0,0,2,12,0,0
0,0,0,0,0,0,-1,1,1,0,0,0,0,0,1,9,18,2,0
0,0,0,0,0,0,0,0,-2,0,0,0,0,0,1,0,5,2,1
0,0,0,0,0,0,-3,0,-1,0,0,-1,-1,0,1,4,25,-1,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,-2,0
0,0,-1,0,0,0,1,-1,1,0,0,0,1,0,0,1,26,3,0
0,0,0,0,0,0,-1,0,0,0,0,0,1,0,1,6,31,-1,1
0,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,15,-1,1
0,0,0,0,0,0,0,-1,2,0,0,0,1,0,0,7,20,1,0
0,0,0,0,0,0,-1,1,0,0,0,0,0,0,1,3,16,1,0
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,3,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1
0,0,0,0,0,0,-2,2,0,0,0,0,0,0,1,6,29,-2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
0,0,0,0,-1,-1,1,-1,-1,0,0,0,0,0,0,5,17,-1,1
0,0,0,0,0,0,-1,0,1,0,0,0,0,0,1,0,6,0,0
0,0,0,0,0,1,4,-1,0,0,0,0,2,1,1,7,33,-4,1
0,0,0,0,0,0,-2,3,0,0,0,0,-1,0,1,7,27,-2,1
0,0,0,0,0,0,-1,-1,2,0,0,0,0,0,1,0,8,-2,1
0,0,0,0,-1,1,0,0,4,0,0,0,1,0,0,5,18,-1,1
0,0,-1,0,1,-1,0,0,-5,0,0,0,-1,0,0,1,17,2,0
0,0,0,0,0,0,-1,0,1,0,0,0,0,0,1,1,12,1,1
0,0,-1,0,1,0,1,-1,-5,1,0,0,0,0,0,1,15,1,0
0,0,0,0,0,0,1,-1,-3,0,0,0,0,0,0,0,13,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,-1,1
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,3,1,0
0,0,0,0,-1,0,-1,2,4,-1,0,0,0,0,0,4,16,-1,1
0,0,-1,0,0,0,1,1,-1,0,0,0,0,0,0,1,11,2,0
0,0,0,0,0,0,-1,0,-2,0,0,0,0,0,1,0,7,3,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,-2,1
0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,1,2,10,-2,1
0,0,0,0,-1,0,1,1,-2,0,0,0,0,0,0,3,9,2,0
0,0,0,0,0,0,0,0,-3,0,0,0,0,0,1,0,5,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
0,0,0,0,-1,0,-1,1,3,-1,0,0,0,0,0,5,14,-1,1
0,0,0,0,0,0,0,1,-1,0,0,0,-1,0,0,3,12,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,21,-1,1
0,0,0,0,-1,-1,-2,-1,0,0,0,0,-1,0,0,5,22,1,0
0,0,0,0,0,0,-1,1,1,0,0,0,-1,0,1,1,8,0,0
0,0,0,0,0,0,0,-2,1,0,0,0,1,0,0,0,11,0,1
0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,7,25,0,1
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,7,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,1
0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,1,14,2,0
0,0,0,0,-1,-1,-2,0,1,0,0,0,0,0,0,5,20,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,5,1,1
0,-1,0,0,0,0,-1,0,-1,0,0,-1,-1,0,0,1,24,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1
0,-1,0,0,-1,0,-1,3,-2,0,0,-1,-2,0,0,2,28,2,0
0,0,0,0,-1,0,1,-1,0,0,0,0,1,0,0,2,9,0,1
0,0,0,0,0,0,1,0,2,0,0,1,1,0,1,9,27,-1,1
0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,2,13,0,1
0,0,0,0,0,0,0,1,-2,0,0,0,-1,0,0,3,16,2,0
0,0,0,0,1,1,3,-3,2,0,0,1,3,1,1,11,33,-1,1
0,0,0,0,1,0,1,-3,2,0,0,1,2,0,1,6,29,-2,1
0,0,0,0,0,0,-1,1,-1,0,0,0,-1,0,1,3,10,0,0
0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,1,0,6,0,0
0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,9,23,-1,1
0,0,0,0,-1,0,-1,2,-3,0,0,-1,-2,0,0,4,30,2,0
0,0,0,0,-1,0,0,-1,1,0,0,0,1,0,0,4,15,-2,1
0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,19,0,1
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,3,1,1
0,0,0,0,-1,-1,-4,2,-3,0,0,-2,-3,-1,0,8,32,1,0
0,0,0,0,0,0,-2,-1,-2,0,0,-1,-1,0,0,6,26,1,0
0,0,0,0,1,0,-1,-3,2,0,0,0,2,0,1,9,31,-1,1
0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,4,18,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
0,-1,0,0,0,0,0,0,2,-1,1,0,0,0,0,1,18,0,1
0,0,0,0,0,0,0,0,-2,1,-1,0,0,0,0,0,19,1,0
0,-1,0,0,1,2,4,-1,2,-1,1,0,1,0,0,1,26,-2,1
0,0,0,0,0,-1,-1,-1,2,-1,1,0,0,0,0,3,20,-1,1
0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,12,3,1
0,0,-1,0,-1,2,3,-1,3,-1,1,0,1,0,0,1,24,-2,1
0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,2,10,1,1
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,3,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1
0,0,0,0,0,0,-1,0,-2,1,-1,0,0,0,1,7,21,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,6,3,1
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,5,1,0
0,0,0,0,-1,-2,-4,1,-2,1,-1,0,-1,0,0,8,27,3,0
0,0,0,0,0,0,0,0,-3,0,-1,0,0,0,0,4,15,-1,0
0,0,0,0,-1,-2,-4,1,-2,1,-1,0,-1,0,0,10,25,2,0
0,0,0,0,0,-2,-2,1,-4,1,-1,1,-1,0,0,7,23,2,0
0,0,-1,0,0,0,0,0,3,-1,1,0,0,0,0,1,16,2,1
0,0,0,0,-1,0,-1,0,3,0,1,0,0,0,0,2,14,1,1
0,0,-1,0,-1,1,1,0,2,-1,1,0,0,0,1,2,22,-1,1
0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,4,9,-1,0
0,0,0,0,0,0,-1,0,-3,0,-1,0,0,0,1,2,13,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0
0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,1,0,7,-2,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,1
0,0,0,0,0,0,0,0,-3,1,-1,0,0,0,0,2,17,0,0
0,0,-1,0,0,0,0,0,1,-1,0,0,0,0,0,1,11,-1,0
0,0,0,0,0,1,3,1,1,-1,1,0,0,0,1,4,28,-1,1
0,0,0,0,0,0,0,0,-2,0,0,0,0,0,1,0,5,2,0
0,0,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,4,11,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0
0,0,0,0,0,0,-1,1,0,1,0,0,0,0,1,3,16,-1,1
0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,3,18,0,1
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,8,0,1
0,0,0,0,0,0,1,2,-1,0,1,0,1,0,1,6,20,1,1
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,14,-1,1
0,0,0,0,-1,0,1,-1,-1,-1,0,0,0,0,0,2,15,2,0
0,0,-1,0,0,0,-1,-1,-1,-1,0,0,-1,0,0,1,17,2,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,12,-2,1
0,0,0,0,0,0,-2,-1,-1,0,0,0,0,0,1,0,7,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,-2,1
0,0,-1,0,0,0,-1,0,-1,-1,0,0,0,0,0,1,13,3,0
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,3,1,0
0,0,-1,0,-1,0,0,0,-2,-1,-1,0,-2,0,0,1,21,2,0
0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,1,0,9,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
0,0,0,0,-1,0,-1,-2,0,-1,-1,0,-1,0,0,2,19,0,0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10,0,1
0,0,0,0,1,0,0,0,1,1,1,0,2,0,1,8,22,-1,1
0,0,0,0,0,0,-1,0,1,0,0,0,0,0,1,0,6,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,3,1,0
0,-1,0,0,0,2,-1,2,1,0,0,0,0,0,1,2,18,1,1
0,0,0,0,0,0,2,-2,-3,0,0,0,0,0,0,0,13,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,7,-1,0
0,0,0,0,0,0,-2,0,1,0,0,0,0,0,1,0,6,1,1
0,-1,0,0,1,0,1,-2,-3,0,0,0,0,0,0,1,15,-1,0
0,0,0,0,-1,0,-1,2,3,0,0,0,0,0,1,6,16,1,1
0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,8,1,1
0,0,0,0,-1,0,3,0,-1,0,0,0,0,0,0,2,11,0,0
0,0,0,0,-1,0,2,0,-1,0,0,0,0,0,0,4,9,-1,0
0,0,0,0,0,1,-2,1,2,0,0,0,0,0,0,7,20,-1,1
0,0,0,0,-1,0,-1,2,2,0,0,0,0,0,1,8,14,1,1
0,0,0,0,0,-2,1,-2,-2,0,0,0,0,0,0,6,19,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0
-1,-2,0,0,0,0,2,-1,-2,0,0,0,0,0,0,3,21,2,0
0,0,0,0,0,-2,-1,-2,-1,0,0,0,0,0,0,8,17,-1,0
0,-1,0,0,1,0,-3,0,1,0,0,0,0,0,0,1,10,1,1
0,0,0,0,0,0,-3,1,1,0,0,0,0,0,1,3,12,0,1
0,0,0,0,0,0,0,0,-2,0,0,0,0,0,1,0,5,2,0
0,-1,0,0,1,0,-3,1,2,-2,0,0,-1,0,0,1,22,1,1
0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,17,2,1
0,0,0,0,0,0,-1,0,-2,0,0,0,0,0,0,2,10,2,0
-1,-2,0,0,-1,0,-1,-1,1,0,0,0,-1,0,0,3,26,2,0
0,0,-1,0,0,0,1,0,-1,0,0,0,0,0,0,1,16,-1,0
0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,2,12,3,0
0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,2,15,1,1
0,0,0,0,-1,0,0,0,1,0,1,0,0,0,0,2,6,0,0
0,0,0,0,0,-1,-2,-1,0,0,0,0,0,0,0,3,20,1,0
0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,2,11,-2,1
-1,-2,0,0,-1,0,1,-2,1,0,0,0,0,0,0,3,28,-3,0
0,0,0,0,0,0,1,0,-1,0,-1,0,0,0,1,0,5,0,1
0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,8,0,0
0,0,-1,0,0,1,2,1,0,0,0,0,0,0,0,1,19,1,1
0,0,0,0,2,0,-3,2,-1,0,0,-1,-1,0,1,11,29,1,1
0,0,0,0,2,0,-1,2,-1,0,0,0,0,0,1,11,27,3,1
0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,9,0,1
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,3,1,1
0,0,0,0,0,-1,-3,-1,-1,0,0,0,-1,0,0,3,22,2,0
0,-1,0,0,0,0,1,0,-2,0,0,0,0,0,0,1,14,2,0
0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,4,13,-2,1
0,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,1,2,7,0,1
0,0,0,0,0,1,0,1,-1,0,0,0,0,0,1,5,21,1,1
0,0,0,0,0,-1,-2,-1,0,0,0,0,0,0,0,5,18,-1,0
0,0,-1,0,0,-1,-2,-1,-1,0,0,0,-1,0,0,1,24,3,0
0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,6,23,-3,1
0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,7,25,-2,1
0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,4,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1
0,0,0,0,0,0,0,-2,0,0,0,0,1,0,0,0,23,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,-1,0
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,4,2,1
0,0,0,0,-1,0,-1,-1,3,0,0,0,1,0,0,2,21,-2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,-1,0
0,0,0,0,-1,0,0,2,1,0,0,0,-1,0,0,6,24,0,1
0,0,0,0,-1,0,0,-1,1,0,0,0,0,0,0,4,30,-4,1
0,0,-1,0,-1,0,0,2,-1,1,0,0,-1,0,0,2,16,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0
0,-1,0,0,0,0,1,0,3,0,1,1,1,0,0,1,38,-5,1
0,0,0,0,0,0,-1,0,-3,0,-1,-1,-1,0,0,4,39,7,0
0,0,0,0,0,0,-1,0,-3,0,-1,0,0,0,0,3,35,8,0
0,0,0,0,-1,0,0,2,1,0,0,0,-1,0,0,4,26,-2,1
0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,4,40,-5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
0,-1,0,0,0,1,2,-2,1,-1,0,1,1,0,0,1,32,-4,1
0,0,0,0,0,0,-2,-1,-1,-1,0,0,-1,-1,0,0,41,6,0
0,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,29,4,0
0,0,0,0,0,0,-2,-2,1,0,0,-1,1,0,1,2,17,-1,0
0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,1,0,6,3,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,-3,0
0,0,0,0,0,0,2,1,-2,0,0,0,-1,0,0,1,18,3,1
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,4,36,-5,1
0,0,0,0,0,-1,-1,1,-2,0,0,0,-1,0,0,6,22,2,1
0,-1,0,0,1,0,0,-2,-1,0,0,0,1,0,0,1,25,1,0
0,0,0,0,0,-1,-2,2,-2,1,-1,-1,-1,0,1,6,33,7,0
0,0,0,0,0,0,1,-1,-1,-1,0,1,0,0,1,0,13,0,0
0,0,-1,0,-1,0,0,1,1,1,0,0,0,0,0,2,14,1,1
0,0,0,0,0,0,-1,0,0,1,0,-1,0,0,1,0,10,1,1
0,0,0,0,0,0,-1,0,-3,0,-1,-1,-1,0,0,4,37,5,0
0,0,0,0,0,0,-2,0,-1,0,0,-1,0,0,1,3,15,-1,0
0,0,0,0,0,0,-2,0,0,1,0,-1,0,0,1,0,12,1,1
0,0,0,0,0,0,-1,-2,-1,0,0,0,1,0,1,2,27,3,0
0,0,0,0,0,-1,-2,2,-1,0,0,-1,-1,0,1,8,31,4,0
0,0,0,0,-1,0,-1,-1,2,0,0,0,1,0,0,4,19,-1,0
0,0,0,0,-1,0,0,1,1,0,0,0,-1,0,0,4,28,-3,1
0,0,0,0,0,0,1,0,-2,-1,-1,1,0,0,1,0,11,1,0
0,0,0,0,-1,0,1,0,2,0,0,-1,0,0,0,3,34,-7,1
0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,1,0,8,3,1
0,0,-1,0,1,0,1,1,-3,0,0,0,-1,0,0,1,20,2,1
0,0,0,0,0,0,0,0,-3,0,0,0,0,0,1,0,5,2,0
0,0,0,0,-3,0,2,-2,0,0,0,0,0,0,0,6,23,-1,0
0,0,0,0,0,0,1,-1,-2,0,-1,0,0,0,1,0,13,-1,0
0,0,0,0,0,0,-1,0,1,0,0,0,0,0,1,0,6,0,1
0,0,0,0,0,0,-1,2,2,0,0,0,0,0,1,2,20,3,1
0,0,0,0,0,0,-2,1,1,0,0,0,0,0,1,1,18,2,1
0,0,0,0,0,0,0,-2,-3,0,0,0,0,0,1,0,19,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,-2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,10,2,1
0,0,0,0,0,0,-2,1,0,0,0,0,0,0,1,3,16,1,1
0,-1,0,0,0,0,2,-1,-1,0,0,0,0,0,0,1,17,1,0
0,0,0,0,-1,0,2,-2,-3,0,0,0,0,0,0,2,21,-2,0
0,0,0,0,-1,0,0,1,1,0,0,0,0,0,1,3,8,1,1
0,0,-1,0,0,0,-1,1,2,0,1,0,0,0,1,2,12,1,1
0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,2,9,-1,0
0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,7,0,0
0,0,0,0,0,0,0,-1,-2,0,-1,0,0,0,1,2,11,-1,0
0,0,0,0,-1,0,1,-1,0,0,0,0,0,0,0,2,15,0,0
0,0,0,0,0,0,-2,2,3,0,0,0,0,0,1,4,22,1,1
0,0,0,0,0,0,-1,1,0,0,0,0,0,0,1,1,14,2,1
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,3,1,0
0,0,0,0,1,0,-2,2,1,0,0,0,0,0,0,13,24,1,1
0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,8,-1,1
0,-1,0,0,1,0,2,0,2,0,0,0,0,0,0,1,10,-1,1
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,16,0,1
0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,4,14,-4,1
0,0,0,0,0,0,0,0,-2,0,0,0,0,0,1,0,5,2,0
0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,2,18,-1,1
0,0,0,0,0,0,-1,1,3,2,1,0,2,0,1,5,22,0,1
0,0,0,0,-1,0,-1,0,-2,-1,0,0,0,0,0,2,13,5,0
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,3,1,0
0,0,-1,0,0,0,-1,0,-1,-1,0,0,0,0,0,1,15,4,0
0,0,0,0,-1,0,-2,0,-2,0,0,0,0,0,0,2,11,4,0
0,0,-1,0,0,0,1,-1,-4,-2,-1,0,-2,0,0,1,21,0,0
0,0,0,0,-1,0,-2,0,-2,0,0,0,0,0,0,4,9,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1
0,0,0,0,-1,0,-1,-1,-2,-1,0,0,-1,0,0,2,19,1,0
0,0,0,0,0,1,-1,1,0,1,0,0,2,0,1,10,24,1,1
0,0,-1,0,0,0,-2,0,-2,-1,0,0,-1,0,0,1,17,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,-1,1
0,0,0,0,0,0,0,1,2,1,0,0,1,0,1,5,20,-1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0
0,0,0,0,0,0,-2,0,-2,0,0,0,0,0,1,0,7,3,0
0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,2,12,-5,1
