open-tessera,pente-threat-4,pente-threat-31,pente-threat-22,open-tria,stretch-tria,open-pair,capture-threat,stretch-two,three-gap,pente-potential-1,pente-potential-2,captures,4-captures,can-block-trias,non-quiet-moves,move-index,not-in-shape,won
0,0,0,0,0,-1,-2,1,0,1,0,0,0,0,0,4,16,2,1
0,0,-1,0,0,0,0,1,1,0,0,0,0,0,1,2,10,0,1
0,0,-1,0,0,0,0,0,1,1,0,-1,0,0,0,1,39,-1,0
0,0,0,0,-1,0,1,0,-1,0,0,1,1,0,0,4,30,0,1
0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,1,28,-1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0
0,0,0,0,-1,0,1,0,-1,0,0,0,0,0,0,2,32,1,1
0,0,0,0,0,0,2,0,-1,0,0,1,1,1,1,2,36,-1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
0,0,0,0,-1,0,-1,0,1,0,0,0,0,0,0,4,10,1,0
0,0,0,0,0,0,1,0,-2,0,0,0,0,0,1,0,5,0,1
0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,2,6,1,0
0,0,0,0,1,0,-1,1,0,0,0,0,0,0,1,6,21,0,1
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,3,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1
0,-1,0,0,1,0,1,0,-1,0,0,0,0,0,0,1,11,-1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
0,0,0,0,-1,0,-1,0,1,0,0,0,0,0,0,2,12,2,0
0,0,0,0,1,0,-1,0,0,0,0,0,1,0,1,7,19,-2,1
0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,6,15,0,1
0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,2,9,0,1
0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,14,2,0
0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,8,0,0
0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,7,13,-2,1
-1,-2,0,0,0,0,1,0,0,0,0,0,-1,0,0,3,20,2,0
0,0,0,0,0,-1,1,0,0,0,0,0,1,0,0,5,17,-2,1
0,0,0,0,0,0,-1,3,0,0,0,-1,-1,0,1,8,23,-1,1
0,0,-1,0,0,1,-1,0,0,0,0,0,-1,0,0,1,16,1,0
-1,-2,0,0,0,0,1,-1,0,0,0,0,0,0,1,3,22,1,0
0,0,0,0,-1,0,-1,-1,0,0,0,0,-1,0,0,2,18,3,0
0,0,0,0,0,0,-2,0,-1,0,0,0,0,0,1,2,7,0,1
0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,4,2,0
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,7,1,1
0,0,0,0,1,0,1,1,-1,0,0,-1,-1,0,1,7,37,-3,1
0,0,0,0,-1,0,1,2,0,0,0,0,0,0,1,4,17,1,1
0,0,0,0,1,-1,-5,0,-3,1,0,0,-1,0,0,5,24,5,0
0,-1,0,0,2,0,3,0,-4,-1,-1,-1,-1,0,0,1,31,-3,1
0,0,0,0,-1,0,3,2,-1,0,-1,0,0,0,1,4,19,0,1
0,-1,0,0,0,1,4,-1,3,-1,0,0,1,0,1,1,25,-5,1
0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,1,0,18,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,-2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0
0,0,0,0,0,0,-2,0,0,0,0,0,0,0,1,1,13,1,1
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,5,1,1
0,-1,0,0,-1,0,-2,0,1,0,0,1,1,0,0,1,36,4,0
0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,1,0,12,0,0
0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,14,0,0
0,-1,0,0,0,0,3,0,-2,-1,0,-1,0,0,0,1,27,-1,1
0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,3,11,2,1
0,0,0,0,-1,0,3,0,1,-1,0,0,1,0,0,4,23,-4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,-2,0
0,0,0,0,-3,0,-1,1,3,1,1,0,0,0,0,7,30,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
0,0,0,0,0,-1,-4,1,-3,1,0,0,-1,0,0,4,26,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1
0,0,0,0,2,0,0,0,-1,0,0,-1,-1,0,0,8,35,-4,1
0,0,0,0,-3,0,-2,0,1,1,0,0,1,0,0,8,34,5,0
0,-1,0,0,1,0,-1,-2,0,0,0,0,0,0,0,1,16,-1,0
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,9,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0
0,0,0,0,-1,0,-1,1,0,0,0,0,0,0,0,5,15,1,1
0,0,0,0,0,0,-1,-1,0,0,1,0,-1,0,0,0,20,0,0
0,0,0,0,0,0,1,0,0,0,-1,0,1,0,1,2,21,-2,1
0,0,0,0,-3,0,-2,0,3,1,1,0,1,0,0,6,32,6,0
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,3,1,1
0,0,-1,0,2,0,2,0,-1,-1,0,0,-1,0,0,1,33,-6,1
0,0,0,0,0,0,3,-1,-2,-1,-1,0,0,0,1,4,29,-5,1
0,0,0,0,0,0,-2,0,-1,0,0,0,-1,0,0,0,22,5,0
0,0,0,0,0,-1,-4,0,0,1,0,0,0,0,0,3,28,5,0
0,0,0,0,-1,0,1,1,-1,0,0,0,-1,0,0,5,17,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1
0,0,0,0,0,0,-1,-1,-2,0,0,0,0,0,0,2,13,2,0
0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,5,-1,0
0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,24,-2,1
0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,1,1,15,1,0
0,-1,0,0,0,0,1,1,0,-1,0,0,-1,0,0,2,21,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
0,0,0,0,0,0,-1,-1,0,1,0,0,1,0,1,2,22,-4,1
0,0,0,0,-1,0,1,1,0,0,0,0,-1,0,0,3,19,1,0
0,0,0,0,0,0,-1,0,-2,0,0,0,0,0,0,2,11,1,0
0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,4,7,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0
0,-1,0,0,1,0,-1,-1,0,0,0,0,1,0,0,1,18,-1,1
0,0,-1,0,0,0,0,1,-1,-1,0,0,-1,0,1,1,23,5,0
0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,4,2,1
0,0,0,0,0,0,0,-1,1,0,0,0,1,0,0,2,16,-1,1
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,3,1,0
0,0,0,0,0,0,-1,-1,0,0,0,0,1,0,1,4,20,-2,1
0,0,0,0,0,-1,-1,0,2,0,0,0,0,0,0,5,12,-1,1
0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,2,9,0,0
0,0,0,0,-1,0,0,0,2,0,0,0,0,0,1,5,14,-2,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,10,1,1
0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,1,3,15,-1,1
0,0,0,0,1,0,-2,-2,-3,0,0,0,0,0,0,4,37,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1
0,0,0,0,1,0,-2,-3,-3,0,0,0,0,0,0,6,35,-1,1
0,-1,0,0,0,0,0,0,5,0,0,0,1,0,0,1,40,-2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,13,-1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,-1,1
0,0,0,0,0,-1,-1,0,0,1,0,0,0,0,0,4,14,1,0
0,0,0,0,0,0,-2,-1,0,-1,0,0,0,0,1,0,9,1,1
0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,18,1,0
0,0,0,0,0,0,0,0,-2,1,0,0,0,0,1,1,12,2,0
0,0,0,0,0,0,1,0,-1,1,0,0,0,0,1,1,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0
0,0,0,0,1,1,1,-2,-2,0,0,0,1,0,0,5,25,0,1
0,0,0,0,-1,0,0,2,-4,0,0,0,-1,0,0,8,41,3,1
0,-1,0,0,-1,0,0,2,3,0,0,0,-1,0,0,2,34,2,0
0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,1,21,1,1
0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,2,20,1,0
0,-1,0,0,1,1,1,-1,-2,0,0,0,1,0,0,1,27,-1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
0,0,0,0,0,0,0,-1,0,1,0,0,1,0,0,0,23,0,1
0,0,0,0,0,0,-1,-1,-5,0,0,-1,-1,0,0,5,39,2,1
0,-1,0,0,0,0,0,2,3,0,0,0,0,0,0,2,38,-1,0
0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,16,2,0
0,0,0,0,-1,0,0,2,-4,0,0,0,-1,0,0,6,43,5,1
0,0,0,0,1,0,0,-2,-3,0,0,0,1,0,1,6,29,-2,1
0,0,0,0,-1,0,0,1,0,-1,0,0,0,0,0,5,19,0,1
0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,17,-1,1
0,0,-1,0,0,0,1,1,0,-2,0,0,-1,0,0,1,22,0,0
0,0,0,0,1,0,-1,-2,-2,0,0,0,1,0,0,6,33,-2,1
0,0,-1,0,-1,0,1,2,2,0,0,0,-1,0,0,2,32,2,0
0,-1,0,0,-1,0,1,2,3,0,0,0,0,0,0,1,36,1,0
0,-1,0,0,1,0,0,-2,4,0,0,0,1,0,1,1,42,-3,0
0,0,0,0,-1,-1,-1,1,2,0,0,0,-1,0,0,8,26,1,0
0,0,0,0,1,0,-1,-2,-3,0,0,0,1,0,0,8,31,-1,1
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,7,1,1
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,3,1,1
0,0,0,0,-1,0,0,2,1,0,-1,0,-1,0,0,4,30,3,0
0,0,0,0,-1,-1,-1,1,2,-1,0,0,-1,0,0,6,28,3,0
0,0,0,0,0,0,-1,-1,1,-1,0,0,0,0,1,0,11,-2,1
0,0,0,0,-1,-1,-2,1,2,-1,0,0,-1,0,0,8,24,1,0
0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,8,2,0
0,0,0,0,-1,0,0,0,-2,-1,0,0,-1,0,0,2,21,4,0
0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,2,6,-1,1
0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,7,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,8,-1,1
0,0,0,0,0,0,-1,0,3,1,1,0,1,0,1,3,28,-1,1
0,0,-1,0,1,0,0,1,1,1,0,0,0,0,0,1,14,0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,-2,1
0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,4,13,0,0
0,0,0,0,0,0,-1,0,1,1,0,0,0,0,0,0,12,1,1
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,3,1,0
0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,20,-2,1
0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,5,2,0
0,0,0,0,0,0,0,0,-2,-1,0,0,0,0,0,2,9,1,0
0,0,-1,0,0,0,-1,0,-2,0,-1,0,-1,0,0,1,25,1,0
0,0,-1,0,0,0,-1,0,-2,-1,0,0,-1,0,0,1,17,3,0
0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,2,18,-3,1
0,0,0,0,-1,0,1,0,-5,0,-3,0,-1,0,1,3,27,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,10,0,1
0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,26,0,1
0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,2,15,3,0
0,0,0,0,0,0,1,0,2,-1,1,0,1,0,1,3,24,-1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0
0,0,-1,0,0,0,-1,0,-1,-1,0,0,-1,0,0,1,19,3,0
0,0,0,0,0,-1,-2,0,-3,0,-1,0,-1,0,0,3,23,3,0
0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,1,11,0,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,16,-2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,2,22,-3,1
0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,1,0,26,4,0
0,0,0,0,0,0,-4,-1,2,0,0,0,0,0,1,2,43,-3,1
0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,4,0,0
0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,2,29,-1,1
0,0,0,0,0,0,4,0,-1,0,0,0,1,0,0,0,36,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1
0,0,0,0,-1,0,-4,0,0,0,0,0,-1,0,0,6,39,-1,1
0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,6,1,0
0,0,0,0,-1,0,-3,0,0,0,0,0,-1,0,0,8,37,-3,1
0,0,0,0,0,0,2,-1,-1,-1,0,-1,-1,-1,0,0,46,5,0
0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,23,-3,1
0,0,0,0,0,0,-1,1,-1,-1,0,0,-1,0,1,1,9,1,1
0,0,0,0,0,0,-2,0,1,1,0,1,1,1,1,2,47,-5,1
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,3,1,1
0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,2,11,1,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32,6,0
0,0,0,0,-1,0,-3,1,1,0,0,0,-1,0,1,5,41,-2,1
0,0,-1,0,1,0,3,0,0,0,0,0,1,0,0,1,38,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,25,-3,1
0,0,0,0,0,0,0,1,-1,0,0,0,-1,0,1,3,20,1,0
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,24,6,0
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,5,0,1
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,2,22,3,0
0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,1,2,18,-2,0
0,0,0,0,0,0,0,-1,1,0,0,0,0,0,1,2,14,-2,0
0,0,0,0,0,0,-5,-1,0,0,0,0,0,0,1,4,33,-3,1
0,0,-1,0,0,0,4,1,-2,0,0,0,0,0,0,1,42,4,0
0,0,0,0,0,0,-3,1,1,0,0,0,0,0,1,3,45,-1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,16,-1,0
0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,1,0,7,-1,1
0,0,0,0,0,0,-4,-1,0,0,0,-1,-1,0,0,2,35,0,1
0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,13,2,1
0,-1,0,0,1,0,3,-1,-1,0,0,0,1,0,0,1,40,2,0
0,0,0,0,0,0,5,1,-1,0,0,0,0,0,0,1,34,3,0
0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,1,31,-3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,1,0
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,15,3,1
0,0,0,0,0,0,1,-1,-2,-2,0,-1,-1,-1,0,0,48,5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,30,3,0
0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,17,3,1
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,19,2,1
0,0,0,0,-1,0,-1,1,0,0,0,0,0,0,1,5,28,5,0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,10,-1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,-4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12,-1,0
0,0,0,0,0,0,3,-1,-2,0,0,0,0,0,0,0,44,4,0
0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,21,2,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,-2,1
0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,1,13,3,0
0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,2,11,2,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,14,0,1
0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,4,12,-3,1
0,0,0,0,0,1,-2,1,1,0,0,0,0,0,1,6,20,2,1
0,0,0,0,0,-1,1,-3,-1,0,0,0,0,0,0,7,23,-3,0
0,0,0,0,0,0,0,0,-3,0,0,0,0,0,1,0,7,3,0
0,0,0,0,-1,0,1,0,-2,0,0,0,0,0,0,2,15,0,0
0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,2,9,3,0
0,0,0,0,0,-1,0,-1,-2,0,-1,0,0,0,0,3,19,3,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,-2,1
0,0,0,0,0,-1,-3,2,2,0,0,0,0,0,1,9,22,3,1
0,0,-1,0,-1,0,3,-1,-2,0,0,0,0,0,0,1,21,-2,0
0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,1,0,5,2,0
0,0,-1,0,0,0,2,0,-3,1,-1,0,0,0,0,1,17,2,0
0,0,0,0,0,0,-2,0,3,-1,1,0,0,0,1,2,18,-3,1
0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,8,-3,1
0,0,0,0,0,0,-2,0,2,-1,0,0,0,0,1,4,16,0,1
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,3,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
0,0,0,0,0,0,-2,2,1,0,0,0,0,0,1,8,24,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0
0,0,0,0,0,0,-1,0,1,0,0,0,0,0,1,2,10,-2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0
0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,16,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,2,1
0,0,0,0,0,0,1,0,-2,0,0,0,0,0,1,0,5,0,1
0,0,0,0,-1,0,0,0,2,0,0,0,0,0,0,2,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
0,0,0,0,0,0,0,0,-2,0,0,0,0,0,1,2,7,-1,1
0,0,0,0,0,0,0,1,0,-1,0,0,1,0,1,4,21,2,1
0,0,0,0,0,0,-2,0,0,1,0,-2,-1,0,1,0,18,0,0
0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,1,1,11,4,1
0,0,0,0,0,0,-1,0,0,0,0,0,1,0,1,0,13,4,1
0,0,-1,0,-1,0,-1,0,0,1,0,0,-1,0,0,2,20,-1,0
0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,4,2,0
-1,-2,0,0,0,0,-1,2,1,0,0,0,-1,0,0,3,26,-1,0
0,-1,0,0,0,-1,-2,1,0,1,0,0,-2,0,0,2,24,-1,0
0,0,0,0,0,0,0,-1,0,-1,0,1,1,0,1,0,19,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1
0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,1,0,14,-2,0
0,0,0,0,0,0,2,-1,0,-1,0,0,2,0,1,2,23,1,1
0,-1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,10,-1,0
0,0,0,0,0,0,-3,0,0,1,0,-1,-2,0,0,0,22,0,0
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,3,1,1
0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,7,27,0,1
0,0,0,0,0,0,0,0,0,-1,0,0,1,0,1,0,17,0,1
0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,1,2,9,1,1
0,-1,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,12,-1,0
0,0,0,0,0,1,1,-2,-1,-1,0,0,1,0,1,5,25,2,1
0,-1,0,0,0,1,1,0,1,-1,0,0,0,0,0,1,12,2,1
0,0,0,0,0,0,0,-1,2,-1,1,0,1,0,1,0,20,0,1
0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,10,2,1
0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,1,14,3,1
0,0,0,0,0,0,-2,0,-2,1,0,0,-1,0,0,0,17,0,0
0,0,0,0,0,0,2,-1,2,-1,0,0,1,0,1,0,16,1,1
0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,6,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0
0,0,0,0,0,-1,-1,0,-1,1,0,0,0,0,0,5,11,-2,0
0,0,0,0,0,0,1,-1,1,0,0,-1,1,0,1,2,22,-1,1
0,0,0,0,0,0,0,-1,1,-1,0,0,1,0,1,2,18,0,1
0,0,0,0,0,-1,-1,0,-1,1,0,0,0,0,0,3,13,-1,0
0,0,0,0,0,-1,-3,0,-2,1,0,0,-1,0,0,3,15,-1,0
0,0,0,0,-1,0,-3,-1,0,0,0,0,-1,0,0,3,23,1,0
0,0,-1,0,-1,0,-2,1,-1,1,0,0,-1,0,0,1,21,1,0
0,0,0,0,0,0,2,1,-2,0,0,0,1,0,1,4,24,0,1
0,0,0,0,0,0,-1,0,-2,0,0,0,0,0,1,2,9,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,5,1,0
0,0,-1,0,-1,-1,-3,0,0,0,0,0,-2,0,0,1,25,2,0
0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,7,-3,0
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,3,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,1
0,0,0,0,0,1,3,0,0,0,0,0,2,0,1,6,26,-2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
0,-1,0,0,0,0,0,1,-2,1,-1,0,-1,0,0,1,19,1,0
0,0,0,0,0,0,-1,0,-3,0,0,0,1,0,0,2,15,4,0
0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,10,22,-5,1
0,0,0,0,-1,0,0,0,-1,0,0,0,1,0,0,4,11,2,0
0,-1,0,0,1,0,0,0,1,0,0,0,-1,0,0,1,18,-3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,3,1,0
0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,0,6,-2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1
0,0,0,0,-1,0,1,0,1,0,0,0,-1,0,0,8,20,-6,1
0,0,0,0,-1,0,0,0,-1,0,0,0,1,0,0,2,19,6,0
0,0,0,0,-1,0,0,0,-1,0,0,0,1,0,0,4,17,3,0
0,-1,0,0,0,0,-1,0,0,0,0,0,1,0,0,1,21,6,0
0,0,0,0,-1,0,0,1,-1,0,0,0,0,0,1,3,7,2,0
0,0,0,0,0,0,-1,0,1,0,0,-1,-1,0,1,0,8,-1,1
0,0,0,0,0,0,0,0,2,0,0,0,-1,0,0,2,14,-2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0
0,0,0,0,0,0,0,-1,-2,0,0,0,1,0,1,0,9,2,0
0,0,0,0,0,0,0,0,2,0,0,0,-1,0,0,0,10,-2,1
0,0,0,0,0,0,-1,0,1,0,0,0,-1,0,0,2,12,-2,1
0,0,0,0,0,0,0,-1,-2,0,0,0,1,0,0,2,13,2,0
0,0,0,0,0,0,-2,0,0,0,0,0,0,0,1,0,5,2,0
0,0,0,0,0,0,0,0,2,0,0,0,-1,0,0,2,16,-3,1
0,0,0,0,-1,0,1,1,-1,0,0,0,-1,0,0,3,15,2,0
0,0,0,0,-1,0,1,0,-2,0,0,0,-1,0,0,2,19,1,0
0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,3,22,0,1
0,0,0,0,0,0,-1,0,2,0,0,0,1,0,1,0,20,0,1
0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,11,1,0
0,0,0,0,0,0,0,0,-2,0,0,0,0,0,1,0,5,0,0
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,3,1,0
-1,-2,0,0,0,0,-1,2,-3,1,0,0,-2,0,0,3,27,-1,0
0,0,0,0,1,0,0,-1,3,-1,0,0,2,0,1,5,26,1,1
0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,3,14,2,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10,0,1
0,0,0,0,0,0,0,0,-2,0,0,0,0,0,1,0,9,2,0
0,0,0,0,-1,0,1,-1,-1,0,0,1,-1,0,0,2,17,-1,0
0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,3,13,-1,0
0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,12,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
0,0,0,0,0,0,0,0,-2,0,0,0,0,0,1,2,7,-1,0
0,0,-1,0,0,0,0,0,2,0,0,0,0,0,0,1,8,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1
0,0,0,0,-1,0,0,0,-2,0,0,0,-1,0,0,2,21,2,0
0,0,-1,0,1,0,-1,0,1,0,0,0,1,0,0,1,18,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0
0,0,0,0,1,0,0,-1,1,-1,0,0,1,0,1,5,28,1,1
0,0,-1,0,1,0,-1,1,0,0,0,0,0,0,1,2,16,2,1
0,0,0,0,-1,0,0,0,2,0,0,0,0,0,0,2,6,0,1
0,0,0,0,0,0,0,1,3,-1,0,0,1,0,1,1,24,3,1
0,-1,0,0,-1,0,0,1,-3,1,0,0,-2,0,0,1,25,1,0
0,-1,0,0,0,0,0,-1,-3,0,0,0,-1,0,0,1,23,0,0
0,0,0,0,0,0,0,1,-1,0,0,0,0,0,1,3,14,2,1
0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,2,11,-1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,-1,1
0,0,0,0,-1,0,-1,0,-1,0,0,0,-1,0,0,2,17,3,0
0,0,0,0,0,0,-1,0,-2,-1,-1,0,-1,0,0,0,21,2,0
0,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,0,1,15,2,0
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,22,-1,1
